class,uniprot_id,name
negative,X0AC99,X0AC99_FUSOX beta-glucosidase OS=Fusarium oxysporum f. sp. melonis 26406 OX=1089452 GN=FOMG_13583 PE=3 SV=1
positive,M8CQP7,M8CQP7_THETY Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase OS=Thermoanaerobacter thermohydrosulfuricus WC1 OX=1198630 GN=TthWC1_0924 PE=3 SV=1
negative,W6Y6G3,W6Y6G3_COCC2 beta-glucosidase OS=Cochliobolus carbonum (strain 26-R-13) OX=930089 GN=COCCADRAFT_102988 PE=3 SV=1
positive,A0A060BXD7,A0A060BXD7_9THEM beta-glucosidase (Fragment) OS=uncultured Thermotoga sp OX=388610 PE=4 SV=1
negative,A0A8J2IVU4,A0A8J2IVU4_FUSEQ beta-glucosidase OS=Fusarium equiseti OX=61235 GN=FEQUK3_LOCUS7046 PE=3 SV=1
positive,A0A1V5TV34,A0A1V5TV34_9FIRM Thermostable beta-glucosidase B OS=Firmicutes bacterium ADurb.Bin262 OX=1852887 GN=bglB_1 PE=3 SV=1
negative,A0A5N6FCP0,A0A5N6FCP0_PETAA beta-glucosidase OS=Petromyces alliaceus OX=209559 GN=BDW43DRAFT_316608 PE=3 SV=1
positive,A0A3D1JGL0,A0A3D1JGL0_9CHLR beta-glucosidase OS=Anaerolinea thermolimosa OX=229919 GN=DEQ80_02635 PE=3 SV=1
negative,A0A7Y6YBC2,A0A7Y6YBC2_9GAMM beta-glucosidase OS=Oceanospirillaceae bacterium OX=1899355 GN=HWE12_10425 PE=3 SV=1
positive,A0A3B1CFN4,A0A3B1CFN4_9ZZZZ Beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MNBD_IGNAVI01-3129 PE=3 SV=1
negative,A0A4Q4PZL3,A0A4Q4PZL3_9PLEO beta-glucosidase OS=Alternaria arborescens OX=156630 GN=AA0113_g12033 PE=3 SV=1
positive,A0A2M8PCA5,A0A2M8PCA5_9CHLR beta-glucosidase OS=Candidatus Thermofonsia Clade 1 bacterium OX=2364210 GN=CUN49_11850 PE=4 SV=1
negative,A0A074W1F0,A0A074W1F0_9PEZI beta-glucosidase OS=Aureobasidium melanogenum CBS 110374 OX=1043003 GN=M437DRAFT_38898 PE=3 SV=1
positive,A0A2S2D0T1,A0A2S2D0T1_9PROT Beta-glucosidase OS=Azospirillum thermophilum OX=2202148 GN=DEW08_29270 PE=3 SV=1
negative,A0AAD7CAU6,A0AAD7CAU6_9AGAR beta-glucosidase OS=Roridomyces roridus OX=1738132 GN=FB45DRAFT_737147 PE=3 SV=1
positive,A0A1J5NZ08,A0A1J5NZ08_9ZZZZ Thermostable beta-glucosidase B OS=mine drainage metagenome OX=410659 GN=bglB_6 PE=3 SV=1
negative,A0A9W5YXL1,A0A9W5YXL1_9EURO Probable beta-glucosidase G OS=Aspergillus brasiliensis OX=319629 GN=AbraCBS73388_001033 PE=3 SV=1
positive,A0AA97M4F9,A0AA97M4F9_9ACTN Beta-glucosidase OS=Thermobifida halotolerans OX=483545 GN=NI17_002085 PE=3 SV=1
negative,T0QZ03,T0QZ03_SAPDV beta-glucosidase OS=Saprolegnia diclina (strain VS20) OX=1156394 GN=SDRG_17158 PE=4 SV=1
positive,A0A5K1J3L1,A0A5K1J3L1_9ACTN Thermostable beta-glucosidase B OS=Collinsella intestinalis OX=147207 GN=bglB PE=3 SV=1
negative,A0A1E7L2X1,A0A1E7L2X1_9ACTN Beta-glucosidase OS=Streptomyces nanshensis OX=518642 GN=AN218_17780 PE=3 SV=1
positive,A0A1E3AWT1,A0A1E3AWT1_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_1 PE=3 SV=1
negative,A0A845FEP2,A0A845FEP2_9BACI Beta-glucosidase OS=Halobacillus litoralis OX=45668 GN=GLW00_15910 PE=3 SV=1
positive,A0A7U9XKP6,A0A7U9XKP6_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB_2 PE=3 SV=1
negative,D0VYR6,D0VYR6_9NEOP Beta-glucosidase OS=Nasutitermes takasagoensis OX=62960 GN=sgNtBG2 PE=2 SV=1
positive,A0A916C5M1,A0A916C5M1_9CHLR Beta-glucosidase OS=Thermoflexales bacterium OX=2497639 GN=bglB PE=3 SV=1
negative,A0A0F5JHF3,A0A0F5JHF3_9BACT beta-glucosidase OS=Parabacteroides gordonii MS-1 = DSM 23371 OX=1203610 GN=HMPREF1536_01957 PE=3 SV=1
positive,A0A0F0KGK9,A0A0F0KGK9_9MICO Thermostable beta-glucosidase B OS=Microbacterium foliorum OX=104336 GN=bglB_6 PE=3 SV=1
negative,A0A4U0V304,A0A4U0V304_9PEZI beta-glucosidase OS=Friedmanniomyces endolithicus OX=329885 GN=B0A54_05969 PE=3 SV=1
positive,A0A916QED8,A0A916QED8_9BACL beta-glucosidase OS=Insulibacter thermoxylanivorax OX=2749268 GN=PRECH8_02720 PE=3 SV=1
negative,A0A5C5WAK1,A0A5C5WAK1_9BACT beta-glucosidase OS=Botrimarina hoheduenensis OX=2528000 GN=bglX_2 PE=3 SV=1
positive,A0A7X9NR40,A0A7X9NR40_9BIFI beta-glucosidase OS=Bifidobacterium thermophilum OX=33905 GN=HF844_04510 PE=4 SV=1
negative,H9XB12,H9XB12_PINTA beta-glucosidase (Fragment) OS=Pinus taeda OX=3352 GN=0_10642_01 PE=4 SV=1
positive,K8E314,K8E314_CARML Thermostable beta-glucosidase B OS=Carnobacterium maltaromaticum LMA28 OX=1234679 GN=bglB PE=3 SV=2
negative,A0A9P9XE32,A0A9P9XE32_9PEZI beta-glucosidase OS=Colletotrichum abscissum OX=1671311 GN=CABS02_07454 PE=3 SV=1
positive,A0A2N7QNL1,A0A2N7QNL1_9GAMM Thermostable beta-glucosidase B OS=Dyella sp. AD56 OX=1528744 GN=bglB_2 PE=3 SV=1
negative,S0DLC3,S0DLC3_GIBF5 beta-glucosidase OS=Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831) OX=1279085 GN=FFUJ_00166 PE=3 SV=1
positive,A0AAP9UJU2,A0AAP9UJU2_9BURK Thermostable beta-glucosidase B OS=Burkholderia cenocepacia OX=95486 GN=bglB_2 PE=4 SV=1
negative,A0A1V6BFD2,A0A1V6BFD2_9BACT beta-glucosidase OS=Bacteroidetes bacterium ADurb.Bin145 OX=1852807 GN=bglX_1 PE=4 SV=1
positive,A0A940CV56,A0A940CV56_9BACT Beta-glucosidase OS=Thermosipho sp. OX=1968895 GN=H0Z22_06830 PE=3 SV=1
negative,A0A2V4PAU1,A0A2V4PAU1_9ACTN beta-glucosidase OS=Streptomyces tateyamensis OX=565073 GN=C7C46_01115 PE=4 SV=1
positive,A0A1C5SS34,A0A1C5SS34_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB PE=3 SV=1
negative,A0A1C3YQW4,A0A1C3YQW4_9GAMM beta-glucosidase OS=Gilliamella bombicola OX=1798182 GN=GA0061081_10164 PE=3 SV=1
positive,E8MZH4,E8MZH4_ANATU Beta-glucosidase OS=Anaerolinea thermophila (strain DSM 14523 / JCM 11388 / NBRC 100420 / UNI-1) OX=926569 GN=ANT_24960 PE=3 SV=1
negative,A0A329XH92,A0A329XH92_9ACTO beta-glucosidase OS=Actinomyces sp. Z5 OX=2250216 GN=DRB06_05510 PE=4 SV=1
positive,A0A840PEP9,A0A840PEP9_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_005371 PE=3 SV=1
negative,A0A4S9AZI3,A0A4S9AZI3_AURPU beta-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6D15_07846 PE=3 SV=1
positive,A0A326U6N9,A0A326U6N9_THEHA Beta-glucosidase OS=Thermosporothrix hazakensis OX=644383 GN=EI42_02436 PE=3 SV=1
negative,A0A1X2G7I6,A0A1X2G7I6_9FUNG beta-glucosidase OS=Hesseltinella vesiculosa OX=101127 GN=DM01DRAFT_331495 PE=3 SV=1
positive,A0A174P0U3,A0A174P0U3_9FIRM Thermostable beta-glucosidase B OS=Fusicatenibacter saccharivorans OX=1150298 GN=bglB_7 PE=3 SV=1
negative,A0A439DUH6,A0A439DUH6_9MYCO Glycoside hydrolase OS=Mycolicibacterium elephantis DSM 44368 OX=1335622 GN=MELE44368_18295 PE=4 SV=1
positive,A0A3S4Z4S4,A0A3S4Z4S4_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_1 PE=3 SV=1
negative,A0A524DWB0,A0A524DWB0_THOAR beta-glucosidase (Fragment) OS=Thorarchaeota archaeon (strain OWC) OX=2053491 GN=EU538_11700 PE=3 SV=1
positive,A0A174L5U4,A0A174L5U4_9FIRM Thermostable beta-glucosidase B OS=Fusicatenibacter saccharivorans OX=1150298 GN=bglB_6 PE=3 SV=1
negative,A0A0U5IDY0,A0A0U5IDY0_9GAMM Beta-glucosidase OS=Thiocapsa sp. KS1 OX=610332 GN=bglB PE=3 SV=1
positive,A0A060CIN3,A0A060CIN3_9THEM Glyco_hydro_1 (Fragment) OS=uncultured Thermotoga sp OX=388610 PE=3 SV=1
negative,A0A5J6U2B1,A0A5J6U2B1_9ACTN Beta-glucosidase OS=Actinomadura sp. WMMB 499 OX=1219491 GN=F7P10_06320 PE=3 SV=1
positive,A0A328VIA9,A0A328VIA9_9CHLR Beta-glucosidase OS=Thermogemmatispora tikiterensis OX=1825093 GN=A4R35_16735 PE=3 SV=1
negative,A0A7W5H9Z5,A0A7W5H9Z5_9BURK Beta-glucosidase OS=Pseudoduganella umbonata OX=864828 GN=FHS02_000278 PE=4 SV=1
positive,A0A7J0AG08,A0A7J0AG08_9BACT Thermostable beta-glucosidase B OS=Muribaculaceae bacterium OX=2498093 GN=bglB PE=3 SV=1
negative,A0A3D5IZX7,A0A3D5IZX7_9FLAO beta-glucosidase (Fragment) OS=Zunongwangia profunda OX=398743 GN=DGQ38_09455 PE=3 SV=1
positive,A0A7C4KK39,A0A7C4KK39_9CHLR Glycosyl hydrolase family protein (Fragment) OS=Anaerolinea thermolimosa OX=229919 GN=ENT37_11180 PE=3 SV=1
negative,A0A0R1KZJ5,A0A0R1KZJ5_9LACO beta-glucosidase OS=Companilactobacillus bobalius DSM 19674 OX=1423788 GN=FC78_GL000879 PE=4 SV=1
positive,A0A455SAI3,A0A455SAI3_9CHLR Beta-glucosidase OS=Thermosporothrix sp. COM3 OX=2490863 GN=KTC_02180 PE=3 SV=1
negative,A0A411YYY4,A0A411YYY4_9RHOB Beta-glucosidase OS=Pseudotabrizicola alkalilacus OX=2305252 GN=D1012_16425 PE=3 SV=1
positive,A0A2R8CIB7,A0A2R8CIB7_9GAMM Thermostable beta-glucosidase B OS=Kushneria phyllosphaerae OX=2100822 GN=bglB_2 PE=3 SV=1
negative,A0A3G9J2G7,A0A3G9J2G7_9BACL beta-glucosidase OS=Paenibacillus baekrokdamisoli OX=1712516 GN=Back11_02280 PE=4 SV=1
positive,A0A840NZ26,A0A840NZ26_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_001732 PE=3 SV=1
negative,A0A085BL04,A0A085BL04_9FLAO beta-glucosidase OS=Epilithonimonas lactis OX=421072 GN=IO89_00640 PE=3 SV=1
positive,A0A2A9HG54,A0A2A9HG54_TEPT2 Beta-glucosidase OS=Tepidiforma thermophila (strain KCTC 52669 / CGMCC 1.13589 / G233) OX=2761530 GN=A9A59_1329 PE=3 SV=1
negative,A0A249KTS2,A0A249KTS2_9ACTN Beta-glucosidase OS=Candidatus Planktophila vernalis OX=1884907 GN=A7sIIA15_04740 PE=3 SV=1
positive,A0A7U9NAI6,A0A7U9NAI6_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB_2 PE=3 SV=1
negative,A0A2E4V7D4,A0A2E4V7D4_9FLAO beta-glucosidase OS=Flavobacteriales bacterium OX=2021391 GN=CMD37_03650 PE=4 SV=1
positive,A0A1C5ZNV6,A0A1C5ZNV6_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_5 PE=3 SV=1
negative,A0A2P4ZEB5,A0A2P4ZEB5_9HYPO beta-glucosidase OS=Trichoderma gamsii OX=398673 GN=TGAM01_v208517 PE=3 SV=1
positive,A0A174QJC1,A0A174QJC1_9FIRM Thermostable beta-glucosidase B OS=Fusicatenibacter saccharivorans OX=1150298 GN=bglB_8 PE=3 SV=1
negative,A0A268F1P2,A0A268F1P2_9BACL beta-glucosidase OS=Paenibacillus campinasensis OX=66347 GN=CHH67_04995 PE=4 SV=1
positive,A0A2I0N8Y7,A0A2I0N8Y7_9ARCH beta-glucosidase (Fragment) OS=Thermoplasmata archaeon HGW-Thermoplasmata-1 OX=2013852 GN=CVT48_02045 PE=4 SV=1
negative,A0A4R4Y411,A0A4R4Y411_9PSEU beta-glucosidase OS=Saccharopolyspora elongata OX=2530387 GN=E1288_39130 PE=3 SV=1
positive,A0A1C6I4B0,A0A1C6I4B0_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_5 PE=3 SV=1
negative,A0A085BFF6,A0A085BFF6_9FLAO beta-glucosidase OS=Epilithonimonas lactis OX=421072 GN=IO89_13430 PE=3 SV=1
positive,A0A399EVQ2,A0A399EVQ2_9DEIN Beta-glucosidase OS=Meiothermus luteus OX=2026184 GN=bglA_1 PE=3 SV=1
negative,D5BL74,D5BL74_ZUNPS beta-glucosidase OS=Zunongwangia profunda (strain DSM 18752 / CCTCC AB 206139 / SM-A87) OX=655815 GN=ZPR_3690 PE=3 SV=1
positive,A0A564VAZ7,A0A564VAZ7_BIFBR Thermostable beta-glucosidase B OS=Bifidobacterium breve OX=1685 GN=bglB_1 PE=3 SV=1
negative,A0A9E5YMT6,A0A9E5YMT6_9BACT Glycoside hydrolase family 1 protein OS=Candidatus Uhrbacteria bacterium OX=2053634 GN=HQ524_02655 PE=3 SV=1
positive,A0A6N2UYA5,A0A6N2UYA5_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB PE=3 SV=1
negative,A0A9W8Z7N8,A0A9W8Z7N8_9PLEO Probable beta-glucosidase F OS=Didymella pomorum OX=749634 GN=N0V91_009121 PE=3 SV=1
positive,A0A1H6AYS3,A0A1H6AYS3_9ACTN beta-glucosidase OS=Thermomonospora echinospora OX=1992 GN=SAMN04489712_10697 PE=4 SV=1
negative,A0A5M3YQN1,A0A5M3YQN1_ASPTE beta-glucosidase OS=Aspergillus terreus OX=33178 GN=ATEIFO6365_0004016700 PE=3 SV=1
positive,A0A891XJP6,A0A891XJP6_9THEO beta-glucosidase OS=uncultured Thermoanaerobacter sp OX=242695 GN=glu1 PE=3 SV=1
negative,A0A915U7X6,A0A915U7X6_9BACT beta-glucosidase OS=Luteitalea sp. TBR-22 OX=2802971 GN=TBR22_10340 PE=4 SV=1
positive,A0A1C6A377,A0A1C6A377_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_1 PE=3 SV=1
negative,A0A6N8UJ12,A0A6N8UJ12_9GAMM beta-glucosidase OS=Gammaproteobacteria bacterium OX=1913989 GN=F4Z66_04095 PE=4 SV=1
positive,A0AAD1KWI7,A0AAD1KWI7_THETH Beta-glucosidase OS=Thermus thermophilus OX=274 GN=TthAA11_23400 PE=3 SV=1
negative,A0A2H3HWS5,A0A2H3HWS5_FUSOX beta-glucosidase OS=Fusarium oxysporum f. sp. radicis-cucumerinum OX=327505 GN=AU210_001626 PE=3 SV=1
positive,A0A1C5N094,A0A1C5N094_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_1 PE=3 SV=1
negative,A0A9W9F052,A0A9W9F052_9EURO Probable alpha/beta-glucosidase agdC OS=Penicillium alfredii OX=1506179 GN=NUU61_006030 PE=3 SV=1
positive,A0A564T5G0,A0A564T5G0_9FIRM Thermostable beta-glucosidase B OS=Dorea longicatena OX=88431 GN=bglB PE=3 SV=1
negative,A0A0Q9RIY6,A0A0Q9RIY6_9ACTN Beta-glucosidase OS=Nocardioides sp. Soil796 OX=1736412 GN=ASH02_12845 PE=3 SV=1
positive,A0A101I5U2,A0A101I5U2_9BACT Beta-glucosidase OS=Thermotogales bacterium 46_20 OX=1635293 GN=XE05_2029 PE=3 SV=1
negative,A0A0F7FXF9,A0A0F7FXF9_9ACTN Beta-glucosidase OS=Streptomyces xiamenensis OX=408015 GN=SXIM_39530 PE=3 SV=1
positive,O08331,O08331_THEST Beta-glucosidase OS=Thermoclostridium stercorarium OX=1510 GN=bglZ PE=3 SV=1
negative,A0A7C5MP78,A0A7C5MP78_9CHLR Beta-glucosidase OS=Anaerolineae bacterium OX=2052143 GN=ENL85_05960 PE=3 SV=1
positive,A0A916FH25,A0A916FH25_9CHLR Beta-glucosidase OS=Thermoflexales bacterium OX=2497639 GN=bglB PE=3 SV=1
negative,A0A7C3NTM5,A0A7C3NTM5_UNCDE beta-glucosidase (Fragment) OS=Deltaproteobacteria bacterium OX=2026735 GN=ENR91_09975 PE=4 SV=1
positive,A0A8D9LB27,A0A8D9LB27_9BACT Thermostable beta-glucosidase B OS=Parabacteroides distasonis OX=823 GN=bglB_1 PE=3 SV=1
negative,A0A942UEU5,A0A942UEU5_9BACI beta-glucosidase OS=Bacillus sp. FJAT-49711 OX=2833585 GN=KHA96_12205 PE=4 SV=1
positive,A0A1C6C862,A0A1C6C862_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_2 PE=3 SV=1
negative,A0A8H6H524,A0A8H6H524_FUSOX beta-glucosidase OS=Fusarium oxysporum f. sp. conglutinans OX=100902 GN=HZS61_001694 PE=3 SV=1
positive,K8EVS0,K8EVS0_CARML Thermostable beta-glucosidase B OS=Carnobacterium maltaromaticum LMA28 OX=1234679 GN=bglB PE=3 SV=2
negative,D4ILL9,D4ILL9_9BACT Beta-glucosidase OS=Alistipes shahii WAL 8301 OX=717959 GN=AL1_13770 PE=3 SV=1
positive,A0A1W1WF67,A0A1W1WF67_SULTA Beta-glucosidase OS=Sulfobacillus thermosulfidooxidans (strain DSM 9293 / VKM B-1269 / AT-1) OX=929705 GN=SAMN00768000_1877 PE=3 SV=1
negative,A0A958M5F1,A0A958M5F1_9FLAO beta-glucosidase OS=Allomuricauda sp OX=192149 GN=bglX PE=3 SV=1
positive,Q09IZ3,Q09IZ3_9PEZI beta-glucosidase (Fragment) OS=Thermochaetoides thermophila OX=209285 GN=bgl PE=2 SV=1
negative,A0A482UD83,A0A482UD83_UNCAD beta-glucosidase (Fragment) OS=archaeon OX=1906665 GN=EON62_03990 PE=4 SV=1
positive,A0A1C5RUQ4,A0A1C5RUQ4_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_2 PE=3 SV=1
negative,A0A1L7WQC7,A0A1L7WQC7_9HELO Probable beta-glucosidase G OS=Phialocephala subalpina OX=576137 GN=PAC_04842 PE=3 SV=1
positive,A0A455SG54,A0A455SG54_9CHLR beta-glucosidase OS=Thermosporothrix sp. COM3 OX=2490863 GN=KTC_10890 PE=4 SV=1
negative,A0A8H3GT29,A0A8H3GT29_9AGAM Probable beta-glucosidase G OS=Rhizoctonia solani OX=456999 GN=RDB_LOCUS160452 PE=3 SV=1
positive,A0A926FJ75,A0A926FJ75_9BACT Glycoside hydrolase family 1 protein OS=Thermoanaerobaculia bacterium OX=2651171 GN=H7X85_07325 PE=3 SV=1
negative,A0A7S7P3F2,A0A7S7P3F2_9BURK beta-glucosidase OS=Massilia sp. UMI-21 OX=1337838 GN=IM543_02075 PE=3 SV=1
positive,A0A455SDZ2,A0A455SDZ2_9CHLR Beta-glucosidase OS=Thermosporothrix sp. COM3 OX=2490863 GN=KTC_04710 PE=3 SV=1
negative,A0A8H4K5L5,A0A8H4K5L5_9HYPO beta-glucosidase OS=Fusarium albosuccineum OX=1237068 GN=FALBO_17204 PE=3 SV=1
positive,A0A930BNX7,A0A930BNX7_9ACTN beta-glucosidase OS=Thermobifida sp OX=2027107 GN=HXL64_02650 PE=3 SV=1
negative,A0A9W6ZXH2,A0A9W6ZXH2_9STRA beta-glucosidase OS=Triparma retinervis OX=2557542 GN=TrRE_jg10571 PE=3 SV=1
positive,A0A7U9MRU9,A0A7U9MRU9_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB_3 PE=3 SV=1
negative,A0A1L7V5D6,A0A1L7V5D6_FUSPR beta-glucosidase OS=Fusarium proliferatum (strain ET1) OX=1227346 GN=FPRO_03671 PE=3 SV=1
positive,A0A662UHH5,A0A662UHH5_9CREN beta-glucosidase OS=Thermoprotei archaeon OX=2250277 GN=DRO10_03415 PE=4 SV=1
negative,A0AAD0FU10,A0AAD0FU10_9ENTE beta-glucosidase OS=Enterococcus sp. CR-Ec1 OX=2057791 GN=CXM95_06975 PE=3 SV=1
positive,A0A1H6E4A6,A0A1H6E4A6_9ACTN Beta-glucosidase OS=Thermomonospora echinospora OX=1992 GN=SAMN04489712_13213 PE=3 SV=1
negative,A0A8H5YCZ2,A0A8H5YCZ2_9HYPO beta-glucosidase OS=Fusarium globosum OX=78864 GN=FGLOB1_5544 PE=3 SV=1
positive,A0A1C5RWE7,A0A1C5RWE7_9FIRM Thermostable beta-glucosidase B OS=uncultured Blautia sp OX=765821 GN=bglB_8 PE=3 SV=1
negative,A0A3Q8TZ50,A0A3Q8TZ50_9PSED beta-glucosidase OS=Pseudomonas entomophila OX=312306 GN=bglX PE=3 SV=1
positive,A0A143XZP9,A0A143XZP9_9FIRM Thermostable beta-glucosidase B OS=Clostridiales bacterium CHKCI001 OX=1780378 GN=bglB_2 PE=3 SV=1
negative,A0A9P6DSX6,A0A9P6DSX6_9AGAM beta-glucosidase OS=Hydnum rufescens UP504 OX=1448309 GN=BS47DRAFT_110095 PE=3 SV=1
positive,A0A5J4R8U5,A0A5J4R8U5_9ZZZZ Thermostable beta-glucosidase B (Fragment) OS=termite gut metagenome OX=433724 GN=EZS27_021230 PE=3 SV=1
negative,A0A453LTS8,A0A453LTS8_AEGTS beta-glucosidase OS=Aegilops tauschii subsp. strangulata OX=200361 PE=4 SV=1
positive,A0A6N2V451,A0A6N2V451_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB PE=3 SV=1
negative,A0A5B6YYE5,A0A5B6YYE5_DAVIN Putative beta-glucosidase 12-like OS=Davidia involucrata OX=16924 GN=Din_006285 PE=3 SV=1
positive,G2RAR9,G2RAR9_THETT Probable beta-glucosidase F (Fragment) OS=Thermothielavioides terrestris (strain ATCC 38088 / NRRL 8126) OX=578455 GN=THITE_2031888 PE=3 SV=1
negative,A0A9W7L9F6,A0A9W7L9F6_9STRA beta-glucosidase OS=Triparma columacea OX=722753 GN=TrCOL_g11885 PE=4 SV=1
positive,A0A7W3MTG9,A0A7W3MTG9_9ACTN Beta-glucosidase OS=Thermomonospora cellulosilytica OX=1411118 GN=HNR21_000482 PE=3 SV=1
negative,A0A486NFC6,A0A486NFC6_KLEPN beta-glucosidase OS=Klebsiella pneumoniae OX=573 GN=bglX PE=3 SV=1
positive,A0A399DVJ6,A0A399DVJ6_9DEIN Beta-glucosidase OS=Calidithermus terrae OX=1408545 GN=bglA_3 PE=3 SV=1
negative,A0A316W4J3,A0A316W4J3_9BASI Probable beta-glucosidase G OS=Ceraceosorus guamensis OX=1522189 GN=IE81DRAFT_321098 PE=3 SV=1
positive,A0A662HHP8,A0A662HHP8_9CREN beta-glucosidase (Fragment) OS=Thermoprotei archaeon OX=2250277 GN=DRJ67_05510 PE=3 SV=1
negative,A0A094C593,A0A094C593_9PEZI beta-glucosidase OS=Pseudogymnoascus sp. VKM F-4513 OX=1420907 GN=V494_02328 PE=3 SV=1
positive,A0A1X2G081,A0A1X2G081_9THEO beta-glucosidase OS=Thermoanaerobacterium sp. PSU-2 OX=1930849 GN=BVF91_04030 PE=3 SV=1
negative,G4TQU4,G4TQU4_SERID Probable alpha/beta-glucosidase agdC OS=Serendipita indica (strain DSM 11827) OX=1109443 GN=PIIN_07640 PE=3 SV=1
positive,E4QAK4,E4QAK4_CALH1 beta-glucosidase OS=Caldicellulosiruptor hydrothermalis (strain DSM 18901 / VKM B-2411 / 108) OX=632292 GN=Calhy_0170 PE=4 SV=1
negative,A0A315H710,A0A315H710_SALET beta-glucosidase OS=Salmonella enterica I OX=59201 GN=DAX91_20230 PE=3 SV=1
positive,W2U3C5,W2U3C5_9DEIN Beta-glucosidase OS=Thermus sp. NMX2.A1 OX=570924 GN=TNMX_06280 PE=3 SV=1
negative,A0A2A4Z3C7,A0A2A4Z3C7_9PROT Beta-glucosidase OS=OCS116 cluster bacterium OX=2030921 GN=COB13_07370 PE=3 SV=1
positive,D2C765,D2C765_THEP2 beta-glucosidase OS=Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10) OX=590168 GN=Tnap_0706 PE=3 SV=1
negative,A0A5N7DBA7,A0A5N7DBA7_9EURO beta-glucosidase OS=Aspergillus pseudonomiae OX=1506151 GN=BDV37DRAFT_251019 PE=3 SV=1
positive,A0A3B1CRQ8,A0A3B1CRQ8_9ZZZZ Beta-glucosidase (Fragment) OS=hydrothermal vent metagenome OX=652676 GN=MNBD_IGNAVI01-3128 PE=3 SV=1
negative,A0A428ZEM7,A0A428ZEM7_KIBAR beta-glucosidase OS=Kibdelosporangium aridum OX=2030 GN=DMH04_12925 PE=4 SV=1
positive,A0A6N9AJN6,A0A6N9AJN6_9BACT beta-glucosidase OS=Rhodothermaceae bacterium OX=2026787 GN=F4X05_11120 PE=4 SV=1
negative,A0A978SKD8,A0A978SKD8_9CYAN Beta-glucosidase OS=Leptolyngbyaceae cyanobacterium M33_DOE_097 OX=2747805 GN=IGS53_17840 PE=3 SV=1
positive,A0A7J4PCI8,A0A7J4PCI8_UNCTM beta-glucosidase OS=Thermoplasmata archaeon OX=1906666 GN=bglX PE=3 SV=1
negative,A0A0F7VI12,A0A0F7VI12_PENBI Probable alpha/beta-glucosidase agdC OS=Penicillium brasilianum OX=104259 GN=PMG11_03707 PE=3 SV=1
positive,A0A1E3ARD3,A0A1E3ARD3_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_7 PE=3 SV=1
negative,A0A662WWI3,A0A662WWI3_NOTX5 beta-glucosidase (Fragment) OS=Nothophytophthora sp. (strain Chile5) OX=2483409 GN=BBJ28_00026957 PE=4 SV=1
positive,A0A6S7BAL4,A0A6S7BAL4_9BURK Thermostable beta-glucosidase B OS=Pararobbsia alpina OX=621374 GN=bglB_2 PE=3 SV=1
negative,A0A2V7V7D9,A0A2V7V7D9_UNCAI beta-glucosidase (Fragment) OS=Acidobacteriota bacterium OX=1978231 GN=DMF81_24160 PE=3 SV=1
positive,A0A645FRT0,A0A645FRT0_9ZZZZ Thermostable beta-glucosidase B OS=bioreactor metagenome OX=1076179 GN=bglB_14 PE=3 SV=1
negative,A0A4Z1K6P9,A0A4Z1K6P9_9HELO Probable beta-glucosidase G OS=Botrytis porri OX=87229 GN=BPOR_1298g00010 PE=3 SV=1
positive,A0A1I2AIV3,A0A1I2AIV3_9BACT beta-glucosidase OS=Thermophagus xiamenensis OX=385682 GN=SAMN05444380_11152 PE=3 SV=1
negative,V4PP52,V4PP52_9CAUL beta-glucosidase OS=Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896 OX=1121022 GN=ABENE_14860 PE=4 SV=1
